list_name,name,label::english,governorate,district,subdistrict
gender,male,Male,,,
gender,female,Female,,,
q1208R,migrants,Migrants,,,
q1208R,refugees,Refugees,,,
q1208R,host_community,Host community,,,
q05E,present,Present,,,
q05E,non_existent,Non-existent,,,
qge11,government,Government,,,
qge11,private,Private,,,
qge11,ngo_un_agency,NGO/UN agency,,,
qf1234,conflict_related_incidents,Conflict-related incidents,,,
qf1234,infectious_diseases,Infectious diseases (e.g. cholera),,,
qf1234,fire_related_incidents,Fire-related incidents,,,
qf1234,water_contamination,Water contamination,,,
qf1234,flooding,Flooding,,,
qf1234,friction_between_communities,Friction between communities,,,
qf1234,eviction,Eviction,,,
qf1234,other,Other,,,
ad_in_non,adequate,Adequate,,,
ad_in_non,inadequate,Inadequate,,,
ad_in_non,non_existent,Non-existent,,,
qc01R,collective_centre,Collective centre,,,
qc01R,spontaneous_settlement,Spontaneous settlement,,,
qc03R,private_individual,Private,,,
qc03R,public_institution,Public ,,,
qc03R,do_not_know,Owner not know,,,
yes_no,yes,Yes,,,
yes_no,no,No,,,
qc06R,unaccompanied_separated_children,Unaccompanied/separated children,,,
qc06R,child_headed_hh,Child headed HH,,,
qc06R,female_headed_hh,Female headed HH,,,
qc06R,marginalized_people,Marginalized people,,,
qc06R,pregnant_and_lactating_women,Pregnant and Lactating Women,,,
qc06R,persons_with_disabilities,Persons with disabilities,,,
qc06R,elderly,Elderly,,,
qc06R,persons_with_chronic_diseases_serious_medical_conditions,Persons with chronic diseases/serious medical conditions,,,
qd01R,security_concerns_conflict_explosives_lack_of_security_forces,"Security concerns (conflict, explosives, lack of security forces)",,,
qd01R,evacuated_for_protection,Evacuated for protection,,,
qd01R,evicted_from_property,Evicted from property,,,
qd01R,house_livelihood_assets_destroyed_occupied,House/livelihood assets destroyed/occupied,,,
qd01R,lack_of_basic_services,Lack of basic services,,,
qd01R,lack_of_commodities,Lack of commodities,,,
qd01R,lack_of_employment,Lack of employment,,,
qd01R,natural_disaster,Natural disaster,,,
qd03R,stay_in_the_site,Stay in the site,,,
qd03R,return_to_origin,Return to origin,,,
qd03R,move_elsewhere,Move elsewhere,,,
qi01R,food,Food,,,
qi01R,water,Water,,,
qi01R,shelter_maintenance_assistance,Shelter / maintenance assistance,,,
qi01R,non_food_items,Non-food items,,,
qi01R,sanitation_services,Sanitation services,,,
qi01R,nutrition_services,Nutrition services,,,
qi01R,medical_assistance,Medical assistance,,,
qi01R,livelihood_assistance,Livelihood assistance,,,
qi01R,cash_assistance,Cash assistance,,,
qi01R,legal_services,Legal services,,,
qi01R,protection_services,Protection services,,,
qi01R,education,Education,,,
qi01R,other,Other,,,
qi01R,none,None,,,
qg300R,piped_water_into_compound,Piped water into compound/public tap,,,
qg300R,borehole,Borehole,,,
qg300R,protected_well,Protected rainwater tank/well/spring,,,
qg300R,bottled_water,Bottled water,,,
qg300R,water_trucking,Water Trucking,,,
qg300R,illegal_connection_to_piped_network,Illegal connection to piped network,,,
qg300R,unprotected_well,Unprotected rainwater tank/well/spring,,,
qg300R,surface_water,"Surface water (river, dam, lake, pond, stream, canal)",,,
qg400R,flush_latrine_to_tank_sewage_system_pit,Flush latrine to the open,,,
qg400R,flush_latrine_to_the_open,Flush latrine to a tank/sewer system/pit,,,
qg400R,pit_latirine_covered,Pit latrine-covered,,,
qg400R,pit_latrine_open,Pit latrine-open,,,
qg400R,open_air_no_shelter,Open defaction,,,
qg500R,own_house_apartment,Own house/apartment,,,
qg500R,makeshift_shelter,Makeshift shelter,,,
qg500R,host_family_house_apartment,Host family house/apartment,,,
qg500R,emergency_shelter,Emergency shelter,,,
qg500R,rented_house_appartment,Rented house/appartment,,,
qg500R,transitional_shelter,Transitional shelter,,,
qg500R,public_building,Public building,,,
qg500R,open_air_no_shelter,Open air (no shelter),,,
ngo,ado,Abs Development Organization (ADO),,,
ngo,acted,ACTED,,,
ngo,adra,Adventist Development Relief Agency,,,
ngo,aobwc,Alaman Organization for Blind Women Care (AOWBC),,,
ngo,hyac,Al-hikma Al-yamania Association for Charity,,,
ngo,agfd,All Girls Foundation for Development (AGFD),,,
ngo,bchd,Bene Charity for Humanitarian Development,,,
ngo,bfd,Building Foundation for Development (BFD),,,
ngo,drc,Danish Refugee Council (DRC),,,
ngo,deem,DEEM,,,
ngo,erc,Emirates Red Crescent,,,
ngo,eshah,Eshah Foundation,,,
ngo,gwq,Generations Without Qat (GWQ),,,
ngo,gyi,Good Youth Initiative (GYI),,,
ngo,grassroots,Grassroots Yemen,,,
ngo,iom,IOM,,,
ngo,jaf,Jeel Al-bena Foundation,,,
ngo,jaahd,Jeel Albena Association for Humanitarian Development (JAAHD),,,
ngo,mdf,Millenium Development Foundation,,,
ngo,nmo,Nahda Makers Organization,,,
ngo,nrc,Norweigan Refugee Council (NRC),,,
ngo,pwp,Public Works Project,,,
ngo,ph,Pure Hands,,,
ngo,rsd,Raeduun Foundation for Development,,,
ngo,sci,Save the Children,,,
ngo,sydf,Sama Al Yemen Development Foundation (SYDF),,,
ngo,shs,Society for Humanitarian Solidarity (SHS),,,
ngo,sdf,Sustainable Development Foundation (SDF),,,
ngo,unhcr,UNHCR,,,
ngo,unicef,UNICEF,,,
ngo,unicef_yco,UNICEF YCO,,,
ngo,yard,Yemen Al-khair for Relief and Development (YARD),,,
ngo,ydf,Yemen Development Foundation,,,
ngo,ydn,Yemeni Development Network (YDN),,,
ngo,ygusswp,"Yemen General Union of Sociologists, Social Workers, and Psychologists",,,
ngo,yrcs,Yemen Red Crescent Society (YRCS),,,
ngo,ywu,Yemen Woman Union (YWU),,,
ngo,not_available,N/A,,,
ngo,other,Other,,,
governorate,YE12,Abyan,,,
governorate,YE24,Aden,,,
governorate,YE14,Al Bayda,,,
governorate,YE30,Al Dhale'e,,,
governorate,YE18,Al Hudaydah,,,
governorate,YE16,Al Jawf,,,
governorate,YE28,Al Maharah,,,
governorate,YE27,Al Mahwit,,,
governorate,YE29,Amran,,,
governorate,YE20,Dhamar,,,
governorate,YE19,Hadramaut,,,
governorate,YE17,Hajjah,,,
governorate,YE11,Ibb,,,
governorate,YE25,Lahj,,,
governorate,YE26,Marib,,,
governorate,YE31,Raymah,,,
governorate,YE22,Sa'ada,,,
governorate,YE23,Sana'a,,,
governorate,YE21,Shabwah,,,
governorate,YE32,Socotra,,,
governorate,YE15,Taizz,,,
governorate,YE13,Amanat Al Asimah,,,
district,YE1119,Al Dhihar,,,
district,YE1107,Al Makhadir,,,
district,YE1118,Al Mashannah,,,
district,YE1101,Al Qafr,,,
district,YE1111,Al Udayn,,,
district,YE1104,An Nadirah,,,
district,YE1103,Ar Radmah,,,
district,YE1114,As Sabrah,,,
district,YE1106,As Saddah,,,
district,YE1115,As Sayyani,,,
district,YE1105,Ash Sha'ir,,,
district,YE1113,Ba'dan,,,
district,YE1116,Dhi As Sufal,,,
district,YE1110,Far Al Udayn,,,
district,YE1109,Hazm Al Udayn,,,
district,YE1108,Hubaysh,,,
district,YE1120,Ibb,,,
district,YE1112,Jiblah,,,
district,YE1117,Mudhaykhirah,,,
district,YE1102,Yarim,,,
district,YE1209,Ahwar,,,
district,YE1201,Al Mahfad,,,
district,YE1208,Al Wade'a,,,
district,YE1203,Jayshan,,,
district,YE1211,Khanfir,,,
district,YE1204,Lawdar,,,
district,YE1202,Mudiyah,,,
district,YE1206,Rasad,,,
district,YE1207,Sarar,,,
district,YE1205,Sibah,,,
district,YE1210,Zingibar,,,
district,YE1306,Al Wahdah,,,
district,YE1305,As Sabain,,,
district,YE1304,Assafi'yah,,,
district,YE1307,At Tahrir,,,
district,YE1309,Ath'thaorah,,,
district,YE1303,Az'zal,,,
district,YE1310,Bani Al Harith,,,
district,YE1308,Ma'ain,,,
district,YE1301,Old City,,,
district,YE1302,Shu'aub,,,
district,YE1416,Al A'rsh,,,
district,YE1410,Al Bayda,,,
district,YE1409,Al Bayda City,,,
district,YE1420,Al Malagim,,,
district,YE1414,Al Quraishyah,,,
district,YE1418,Ar Ryashyyah,,,
district,YE1411,As Sawadiyah,,,
district,YE1404,As Sawma'ah,,,
district,YE1419,Ash Sharyah,,,
district,YE1407,At Taffah,,,
district,YE1405,Az Zahir,,,
district,YE1406,Dhi Na'im,,,
district,YE1403,Maswarah,,,
district,YE1408,Mukayras,,,
district,YE1401,Na'man,,,
district,YE1402,Nati',,,
district,YE1413,Rada',,,
district,YE1412,Radman Al Awad,,,
district,YE1417,Sabah,,,
district,YE1415,Wald Rabi',,,
district,YE1521,Al Ma'afer,,,
district,YE1522,Al Mawasit,,,
district,YE1511,Al Misrakh,,,
district,YE1517,Al Mudhaffar,,,
district,YE1505,Al Mukha,,,
district,YE1518,Al Qahirah,,,
district,YE1515,Al Wazi'iyah,,,
district,YE1513,As Silw,,,
district,YE1514,Ash Shamayatayn,,,
district,YE1520,At Ta'iziyah,,,
district,YE1506,Dhubab,,,
district,YE1512,Dimnat Khadir,,,
district,YE1516,Hayfan,,,
district,YE1508,Jabal Habashy,,,
district,YE1504,Maqbanah,,,
district,YE1509,Mashra'a Wa Hadnan,,,
district,YE1501,Mawiyah,,,
district,YE1507,Mawza,,,
district,YE1510,Sabir Al Mawadim,,,
district,YE1519,Salh,,,
district,YE1523,Sama,,,
district,YE1503,Shara'b Ar Rawnah,,,
district,YE1502,Shara'b As Salam,,,
district,YE1608,Al Ghayl,,,
district,YE1605,Al Hazm,,,
district,YE1602,Al Humaydat,,,
district,YE1609,Al Khalq,,,
district,YE1607,Al Maslub,,,
district,YE1603,Al Matammah,,,
district,YE1606,Al Maton,,,
district,YE1604,Az Zahir,,,
district,YE1610,Bart Al Anan,,,
district,YE1601,Khabb wa ash Sha'af,,,
district,YE1612,Kharab Al Marashi,,,
district,YE1611,Rajuzah,,,
district,YE1704,Abs,,,
district,YE1714,Aflah Al Yaman,,,
district,YE1710,Aflah Ash Shawm,,,
district,YE1708,Al Jamimah,,,
district,YE1717,Al Maghrabah,,,
district,YE1715,Al Mahabishah,,,
district,YE1716,Al Miftah,,,
district,YE1725,Ash Shaghadirah,,,
district,YE1721,Ash Shahil,,,
district,YE1712,Aslem,,,
district,YE1701,Bakil Al Mir,,,
district,YE1727,Bani Al Awam,,,
district,YE1724,Bani Qa'is,,,
district,YE1729,Hajjah,,,
district,YE1728,Hajjah City,,,
district,YE1702,Haradh,,,
district,YE1705,Hayran,,,
district,YE1711,Khayran Al Muharraq,,,
district,YE1722,Ku'aydinah,,,
district,YE1718,Kuhlan Affar,,,
district,YE1709,Kuhlan Ash Sharaf,,,
district,YE1707,Kushar,,,
district,YE1720,Mabyan,,,
district,YE1703,Midi,,,
district,YE1706,Mustaba,,,
district,YE1726,Najrah,,,
district,YE1713,Qafl Shamer,,,
district,YE1731,Qarah,,,
district,YE1719,Sharas,,,
district,YE1723,Wadhrah,,,
district,YE1730,Washhah,,,
district,YE1809,Ad Dahi,,,
district,YE1814,Ad Durayhimi,,,
district,YE1825,Al Garrahi,,,
district,YE1811,Al Hajjaylah,,,
district,YE1823,Al Hali,,,
district,YE1821,Al Hawak,,,
district,YE1820,Al Khawkhah,,,
district,YE1816,Al Mansuriyah,,,
district,YE1813,Al Marawi'ah,,,
district,YE1808,Al Mighlaf,,,
district,YE1822,Al Mina,,,
district,YE1805,Al Munirah,,,
district,YE1806,Al Qanawis,,,
district,YE1802,Alluheyah,,,
district,YE1804,As Salif,,,
district,YE1815,As Sukhnah,,,
district,YE1826,At Tuhayat,,,
district,YE1807,Az Zaydiyah,,,
district,YE1801,Az Zuhrah,,,
district,YE1810,Bajil,,,
district,YE1817,Bayt Al Faqiah,,,
district,YE1812,Bura,,,
district,YE1819,Hays,,,
district,YE1818,Jabal Ra's,,,
district,YE1803,Kamaran,,,
district,YE1824,Zabid,,,
district,YE1914,Ad Dis,,,
district,YE1922,Adh Dhlia'ah,,,
district,YE1906,Al Abr,,,
district,YE1926,Al Mukalla,,,
district,YE1927,Al Mukalla City,,,
district,YE1903,Al Qaf,,,
district,YE1907,Al Qatn,,,
district,YE1921,Amd,,,
district,YE1913,Ar Raydah Wa Qusayar,,,
district,YE1912,As Sawm,,,
district,YE1915,Ash Shihr,,,
district,YE1925,Brom Mayfa,,,
district,YE1918,Daw'an,,,
district,YE1917,Ghayl Ba Wazir,,,
district,YE1916,Ghayl Bin Yamin,,,
district,YE1905,Hagr As Sai'ar,,,
district,YE1924,Hajr,,,
district,YE1928,Huraidhah,,,
district,YE1920,Rakhyah,,,
district,YE1901,Rumah,,,
district,YE1909,Sah,,,
district,YE1910,Sayun,,,
district,YE1908,Shibam,,,
district,YE1911,Tarim,,,
district,YE1902,Thamud,,,
district,YE1919,Wadi Al Ayn,,,
district,YE1923,Yabuth,,,
district,YE1904,Zamakh wa Manwakh,,,
district,YE2001,Al Hada,,,
district,YE2012,Al Manar,,,
district,YE2010,Anss,,,
district,YE2011,Dawran Aness,,,
district,YE2008,Dhamar City,,,
district,YE2003,Jabal Ash sharq,,,
district,YE2002,Jahran,,,
district,YE2004,Maghirib Ans,,,
district,YE2009,Mayfa'at Anss,,,
district,YE2005,Utmah,,,
district,YE2006,Wusab Al Ali,,,
district,YE2007,Wusab As Safil,,,
district,YE2106,Ain,,,
district,YE2102,Al Talh,,,
district,YE2115,Ar Rawdah,,,
district,YE2104,Arma,,,
district,YE2112,As Said,,,
district,YE2113,Ataq,,,
district,YE2107,Bayhan,,,
district,YE2101,Dhar,,,
district,YE2114,Habban,,,
district,YE2111,Hatib,,,
district,YE2103,Jardan,,,
district,YE2116,Mayfa'a,,,
district,YE2108,Merkhah Al Ulya,,,
district,YE2109,Merkhah As Sufla,,,
district,YE2110,Nisab,,,
district,YE2117,Rudum,,,
district,YE2105,Usaylan,,,
district,YE2207,Al Dhaher,,,
district,YE2213,Al Hashwah,,,
district,YE2212,As Safra,,,
district,YE2201,Baqim,,,
district,YE2204,Ghamr,,,
district,YE2208,Haydan,,,
district,YE2214,Kitaf wa Al Boqe'e,,,
district,YE2210,Majz,,,
district,YE2203,Monabbih,,,
district,YE2202,Qatabir,,,
district,YE2205,Razih,,,
district,YE2215,Sa'adah,,,
district,YE2211,Sahar,,,
district,YE2209,Saqayn,,,
district,YE2206,Shada'a,,,
district,YE2308,Al Haymah Ad Dakhiliyah,,,
district,YE2309,Al Haymah Al Kharijiyah,,,
district,YE2315,Al Husn,,,
district,YE2302,Arhab,,,
district,YE2313,Attyal,,,
district,YE2314,Bani Dhabyan,,,
district,YE2304,Bani Hushaysh,,,
district,YE2307,Bani Matar,,,
district,YE2306,Bilad Ar Rus,,,
district,YE2301,Hamdan,,,
district,YE2316,Jihanah,,,
district,YE2312,Khwlan,,,
district,YE2310,Manakhah,,,
district,YE2303,Nihm,,,
district,YE2311,Sa'fan,,,
district,YE2305,Sanhan,,,
district,YE2404,Al Buraiqeh,,,
district,YE2403,Al Mansura,,,
district,YE2406,Al Mualla,,,
district,YE2402,Ash Shaikh Outhman,,,
district,YE2405,Attawahi,,,
district,YE2407,Craiter,,,
district,YE2401,Dar Sad,,,
district,YE2408,Khur Maksar,,,
district,YE2501,Al Had,,,
district,YE2514,Al Hawtah,,,
district,YE2513,Al Madaribah Wa Al Arah,,,
district,YE2503,Al Maflahy,,,
district,YE2512,Al Maqatirah,,,
district,YE2508,Al Milah,,,
district,YE2509,Al Musaymir,,,
district,YE2510,Al Qabbaytah,,,
district,YE2505,Habil Jabr,,,
district,YE2506,Halimayn,,,
district,YE2507,Radfan,,,
district,YE2515,Tuban,,,
district,YE2511,Tur Al Bahah,,,
district,YE2502,Yafa'a,,,
district,YE2504,Yahr,,,
district,YE2611,Al Abdiyah,,,
district,YE2607,Al Jubah,,,
district,YE2605,Bidbadah,,,
district,YE2609,Harib,,,
district,YE2604,Harib Al Qaramish,,,
district,YE2614,Jabal Murad,,,
district,YE2610,Mahliyah,,,
district,YE2601,Majzar,,,
district,YE2613,Marib,,,
district,YE2612,Marib City,,,
district,YE2603,Medghal,,,
district,YE2602,Raghwan,,,
district,YE2608,Rahabah,,,
district,YE2606,Sirwah,,,
district,YE2704,Al Khabt,,,
district,YE2709,Al Mahwait,,,
district,YE2708,Al Mahwait City,,,
district,YE2703,Ar Rujum,,,
district,YE2702,At Tawilah,,,
district,YE2707,Bani Sa'd,,,
district,YE2706,Hufash,,,
district,YE2705,Milhan,,,
district,YE2701,Shibam Kawkaban,,,
district,YE2804,Al Ghaydah,,,
district,YE2806,Al Masilah,,,
district,YE2802,Hat,,,
district,YE2803,Hawf,,,
district,YE2809,Huswain,,,
district,YE2805,Man'ar,,,
district,YE2808,Qishn,,,
district,YE2807,Sayhut,,,
district,YE2801,Shahan,,,
district,YE2903,Al Ashah,,,
district,YE2906,Al Madan,,,
district,YE2904,Al Qaflah,,,
district,YE2915,Amran,,,
district,YE2914,As Sawd,,,
district,YE2913,As Sudah,,,
district,YE2920,Bani Suraim,,,
district,YE2909,Dhi Bin,,,
district,YE2908,Habur Zulaymah,,,
district,YE2901,Harf Sufyan,,,
district,YE2902,Huth,,,
district,YE2918,Iyal Surayh,,,
district,YE2912,Jabal Iyal Yazid,,,
district,YE2919,Khamir,,,
district,YE2910,Kharif,,,
district,YE2916,Maswar,,,
district,YE2911,Raydah,,,
district,YE2905,Shaharah,,,
district,YE2907,Suwayr,,,
district,YE2917,Thula,,,
district,YE3006,Ad Dhale'e,,,
district,YE3008,Al Azariq,,,
district,YE3009,Al Husha,,,
district,YE3005,Al Hussein,,,
district,YE3004,Ash Shu'ayb,,,
district,YE3002,Damt,,,
district,YE3007,Jahaf,,,
district,YE3001,Juban,,,
district,YE3003,Qa'atabah,,,
district,YE3103,Al Jabin,,,
district,YE3106,Al Jafariyah,,,
district,YE3102,As Salafiyah,,,
district,YE3101,Bilad At Ta'am,,,
district,YE3105,Kusmah,,,
district,YE3104,Mazhar,,,
district,YE3201,Hidaybu,,,
district,YE3202,Qulensya Wa Abd Al Kuri,,,
formal_informal,formal,Formal,,,
formal_informal,informal,Informal,,,
site_management,government,Government,,,
site_management,private,Private,,,
site_management,ngo_un_agency,NGO/UN agency,,,
subdistrict,YE110130,Alkirabuh,YE11,YE1101,
subdistrict,YE110129,Alnnakhluh,YE11,YE1101,
subdistrict,YE110127,Bani Eumar Aleali,YE11,YE1101,
subdistrict,YE110128,Bani Eumar Alssafil,YE11,YE1101,
subdistrict,YE110131,Bani Jamaeih,YE11,YE1101,
subdistrict,YE110126,Bani Mbarz,YE11,YE1101,
subdistrict,YE110132,Bani Muhda,YE11,YE1101,
subdistrict,YE110122,Bani Muraghm,YE11,YE1101,
subdistrict,YE110125,Bani Muslim,YE11,YE1101,
subdistrict,YE110135,Bani Sawi,YE11,YE1101,
subdistrict,YE110123,Bani Sayf Aleali,YE11,YE1101,
subdistrict,YE110121,Bani Sayf Alssafil,YE11,YE1101,
subdistrict,YE110124,Bani Subba',YE11,YE1101,
subdistrict,YE110134,Hamir,YE11,YE1101,
subdistrict,YE110133,Mudhajin,YE11,YE1101,
subdistrict,YE110231,Aryab,YE11,YE1102,
subdistrict,YE110226,Bani Eumar,YE11,YE1102,
subdistrict,YE110230,Bani Munabah,YE11,YE1102,
subdistrict,YE110224,Eabaydah,YE11,YE1102,
subdistrict,YE110225,Eiras,YE11,YE1102,
subdistrict,YE110222,Khaw,YE11,YE1102,
subdistrict,YE110229,Khudan,YE11,YE1102,
subdistrict,YE110223,Raein,YE11,YE1102,
subdistrict,YE110221,Yurim,YE11,YE1102,
subdistrict,YE110324,Albikruh,YE11,YE1103,
subdistrict,YE110326,'Azal,YE11,YE1103,
subdistrict,YE110321,Bani Qays,YE11,YE1103,
subdistrict,YE110325,Eajib,YE11,YE1103,
subdistrict,YE110329,Harith Alhaydri,YE11,YE1103,
subdistrict,YE110323,Kahlan,YE11,YE1103,
subdistrict,YE110322,Shayzar,YE11,YE1103,
subdistrict,YE110327,Sudan,YE11,YE1103,
subdistrict,YE110328,Yahir,YE11,YE1103,
subdistrict,YE110426,Aleariduh,YE11,YE1104,
subdistrict,YE110424,Alfajruh,YE11,YE1104,
subdistrict,YE110430,Almuftah Alaely,YE11,YE1104,
subdistrict,YE110425,Alshsharinmuh Aleulya,YE11,YE1104,
subdistrict,YE110423,Alzzamazimuh,YE11,YE1104,
subdistrict,YE110433,Eamqah,YE11,YE1104,
subdistrict,YE110421,Haddah,YE11,YE1104,
subdistrict,YE110427,Hazib,YE11,YE1104,
subdistrict,YE110432,Malik,YE11,YE1104,
subdistrict,YE110429,Maqnae Alaely,YE11,YE1104,
subdistrict,YE110422,Shaeb Almarysaa,YE11,YE1104,
subdistrict,YE110434,Shakhib,YE11,YE1104,
subdistrict,YE110428,Sharih,YE11,YE1104,
subdistrict,YE110431,Zalam,YE11,YE1104,
subdistrict,YE110521,Alamluk,YE11,YE1105,
subdistrict,YE110528,Aleabs,YE11,YE1105,
subdistrict,YE110525,Almuftah,YE11,YE1105,
subdistrict,YE110526,Alqabil Alaely,YE11,YE1105,
subdistrict,YE110523,Alqabil Al'Asfal,YE11,YE1105,
subdistrict,YE110527,Alwasat,YE11,YE1105,
subdistrict,YE110522,Bayt Alssayidaa,YE11,YE1105,
subdistrict,YE110524,Muqannae,YE11,YE1105,
subdistrict,YE110625,Alaiemas,YE11,YE1106,
subdistrict,YE110632,Aleirafuh,YE11,YE1106,
subdistrict,YE110629,Almirkham,YE11,YE1106,
subdistrict,YE110623,Alttawyataa,YE11,YE1106,
subdistrict,YE110624,Alzzuela',YE11,YE1106,
subdistrict,YE110627,Bani Aleuthmanin,YE11,YE1106,
subdistrict,YE110628,Bani Al-Harith,YE11,YE1106,
subdistrict,YE110631,Jabal Alhibali,YE11,YE1106,
subdistrict,YE110630,Jabal Eisam,YE11,YE1106,
subdistrict,YE110626,Jabal Hujaj,YE11,YE1106,
subdistrict,YE110622,Wadi Alhabali,YE11,YE1106,
subdistrict,YE110633,Wadi Eisam,YE11,YE1106,
subdistrict,YE110621,Wadi Hujaj,YE11,YE1106,
subdistrict,YE110728,Almieshar,YE11,YE1107,
subdistrict,YE110727,Almuharram,YE11,YE1107,
subdistrict,YE110722,Alshsharaf,YE11,YE1107,
subdistrict,YE110726,Alssifi,YE11,YE1107,
subdistrict,YE110721,Alssuhul,YE11,YE1107,
subdistrict,YE110723,Alwadi,YE11,YE1107,
subdistrict,YE110724,Badaeih,YE11,YE1107,
subdistrict,YE110730,Bani Sarahah,YE11,YE1107,
subdistrict,YE110725,Dhari Euthman,YE11,YE1107,
subdistrict,YE110729,Jabal Eaqd,YE11,YE1107,
subdistrict,YE110833,Aldhdhirahi,YE11,YE1108,
subdistrict,YE110828,Alfiraei,YE11,YE1108,
subdistrict,YE110831,Aljaeafiruh,YE11,YE1108,
subdistrict,YE110843,Aljiblin,YE11,YE1108,
subdistrict,YE110838,Almushayraq,YE11,YE1108,
subdistrict,YE110841,Alnnahih,YE11,YE1108,
subdistrict,YE110839,Alsdr,YE11,YE1108,
subdistrict,YE182321,Al Hodeidah - Al Hali,YE18,YE1823,
subdistrict,YE182221,Al Hodeidah - Al Mina,YE18,YE1822,
subdistrict,YE110829,Alssalaq,YE11,YE1108,
subdistrict,YE110834,Alttafadi,YE11,YE1108,
subdistrict,YE110836,Alwatayih,YE11,YE1108,
subdistrict,YE110824,Bani Alddahatayn,YE11,YE1108,
subdistrict,YE110823,Bani Mmaein,YE11,YE1108,
subdistrict,YE110842,Bani Shbyb,YE11,YE1108,
subdistrict,YE110822,Jabal Eumqih,YE11,YE1108,
subdistrict,YE110826,Jabal Khadara',YE11,YE1108,
subdistrict,YE110835,Kuman,YE11,YE1108,
subdistrict,YE110827,Nuqil Aleiqab,YE11,YE1108,
subdistrict,YE110837,Qahazah,YE11,YE1108,
subdistrict,YE110821,Rubue Zulmih,YE11,YE1108,
subdistrict,YE110825,Sayir,YE11,YE1108,
subdistrict,YE110832,Shubbae,YE11,YE1108,
subdistrict,YE110830,Wadi Almieqab,YE11,YE1108,
subdistrict,YE110924,Alabeun,YE11,YE1109,
subdistrict,YE110933,Alahkum,YE11,YE1109,
subdistrict,YE110940,Alajeum,YE11,YE1109,
subdistrict,YE110939,Alaslum,YE11,YE1109,
subdistrict,YE110938,Alasyur,YE11,YE1109,
subdistrict,YE110935,Almajahiduh,YE11,YE1109,
subdistrict,YE110932,Almazariquh,YE11,YE1109,
subdistrict,YE110936,Almueiduh,YE11,YE1109,
subdistrict,YE110929,Alshshaeawur,YE11,YE1109,
subdistrict,YE110937,Alshsharqi,YE11,YE1109,
subdistrict,YE110930,Alssaydim,YE11,YE1109,
subdistrict,YE110923,Bani Alfakhr,YE11,YE1109,
subdistrict,YE110934,Bani 'Asead,YE11,YE1109,
subdistrict,YE110927,Bani Eali,YE11,YE1109,
subdistrict,YE110928,Bani Sulayman,YE11,YE1109,
subdistrict,YE110922,Bani Wayil,YE11,YE1109,
subdistrict,YE110925,Halimuh,YE11,YE1109,
subdistrict,YE110921,Haqin,YE11,YE1109,
subdistrict,YE110931,Jabal Harim,YE11,YE1109,
subdistrict,YE110926,Yuris,YE11,YE1109,
subdistrict,YE111022,Alahmwl,YE11,YE1110,
subdistrict,YE111028,Alaikhmas,YE11,YE1110,
subdistrict,YE111024,Aleaqibuh,YE11,YE1110,
subdistrict,YE111021,Almazahin,YE11,YE1110,
subdistrict,YE111023,Almusil,YE11,YE1110,
subdistrict,YE111025,Alwaziruh,YE11,YE1110,
subdistrict,YE111027,Bani 'Ahmad Walththuluth,YE11,YE1110,
subdistrict,YE111026,Bani Yusif,YE11,YE1110,
subdistrict,YE111139,Aleamarinuh,YE11,YE1111,
subdistrict,YE111122,Alghadibuh,YE11,YE1111,
subdistrict,YE111126,Alrradayaa,YE11,YE1111,
subdistrict,YE111142,Alssarih,YE11,YE1111,
subdistrict,YE111138,Bani Eabdallh,YE11,YE1111,
subdistrict,YE111121,Bani Eawwad,YE11,YE1111,
subdistrict,YE111132,Bani Eimran,YE11,YE1111,
subdistrict,YE111123,Bani Hat,YE11,YE1111,
subdistrict,YE111130,Bani Zhyr,YE11,YE1111,
subdistrict,YE111128,Bilad Almaliki,YE11,YE1111,
subdistrict,YE111125,Eurdun,YE11,YE1111,
subdistrict,YE111131,Ghabir,YE11,YE1111,
subdistrict,YE111129,Jabal Bahri,YE11,YE1111,
subdistrict,YE111140,Khibaz,YE11,YE1111,
subdistrict,YE111136,Qadas,YE11,YE1111,
subdistrict,YE111137,Qasal,YE11,YE1111,
subdistrict,YE111141,Qase Hulyan,YE11,YE1111,
subdistrict,YE111124,Sanid Alshsharqi,YE11,YE1111,
subdistrict,YE111135,Sharaf Hatim,YE11,YE1111,
subdistrict,YE111133,Shlf,YE11,YE1111,
subdistrict,YE111223,Alasabh,YE11,YE1112,
subdistrict,YE111230,Almaktab,YE11,YE1112,
subdistrict,YE111229,Alrrubadi,YE11,YE1112,
subdistrict,YE111221,Alshshahli,YE11,YE1112,
subdistrict,YE111225,Alshshiraei,YE11,YE1112,
subdistrict,YE111224,Alththawabi,YE11,YE1112,
subdistrict,YE111226,Anamar Aely,YE11,YE1112,
subdistrict,YE111222,Jabal Raewin,YE11,YE1112,
subdistrict,YE111231,Jabalah,YE11,YE1112,
subdistrict,YE111228,Waraf,YE11,YE1112,
subdistrict,YE111328,Alddaeis,YE11,YE1113,
subdistrict,YE111327,Aleadharib,YE11,YE1113,
subdistrict,YE111322,Alharth,YE11,YE1113,
subdistrict,YE111329,Alhayth,YE11,YE1113,
subdistrict,YE111321,Almanar,YE11,YE1113,
subdistrict,YE111331,Almashki,YE11,YE1113,
subdistrict,YE111326,Bani Mansur,YE11,YE1113,
subdistrict,YE111332,Dabi,YE11,YE1113,
subdistrict,YE111323,Dalal,YE11,YE1113,
subdistrict,YE111334,Dhi Qaham,YE11,YE1113,
